triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
1622,ENSG00000167081-ENSMUSG00000038718-ENSCAFG00000020175,16,0,0,4,0,0,0,56
1623,ENSG00000163681-ENSMUSG00000021870-ENSCAFG00000007695,49,0,0,0,0,0,0,147
1624,ENSG00000172071-ENSMUSG00000031668-ENSCAFG00000007383,35,0,0,0,0,2,0,107
1625,ENSG00000105650-ENSMUSG00000031842-ENSCAFG00000014928,0,0,29,0,4,33,1,96
1626,ENSG00000196498-ENSMUSG00000029478-ENSCAFG00000006985,0,0,0,0,97,97,105,299
1627,ENSG00000004455-ENSMUSG00000028792-ENSCAFG00000010390,12,0,0,3,3,0,0,45
1628,ENSG00000171777-ENSMUSG00000030589-ENSCAFG00000005909,12,0,0,27,0,1,0,91
1629,ENSG00000165061-ENSMUSG00000037492-ENSCAFG00000005744,13,0,0,0,0,0,0,39
1630,ENSG00000063244-ENSMUSG00000030435-ENSCAFG00000002551,25,0,0,0,0,0,0,75
1631,ENSG00000181090-ENSMUSG00000036893-ENSCAFG00000019390,0,0,0,0,56,55,52,163
1632,ENSG00000157214-ENSMUSG00000015653-ENSCAFG00000001870,8,0,0,0,4,2,3,33
1633,ENSG00000139154-ENSMUSG00000030232-ENSCAFG00000012441,19,0,2,1,0,2,1,66
1634,ENSG00000104081-ENSMUSG00000040093-ENSCAFG00000029558,7,0,0,0,1,7,3,32
1635,ENSG00000163755-ENSMUSG00000027615-ENSCAFG00000008312,35,0,0,0,0,0,3,108
1636,ENSG00000175866-ENSMUSG00000025372-ENSCAFG00000005700,26,0,0,8,3,0,0,97
1637,ENSG00000068305-ENSMUSG00000030557-ENSCAFG00000010775,22,0,0,0,0,0,1,67
1638,ENSG00000126351-ENSMUSG00000058756-ENSCAFG00000016173,18,0,0,2,0,0,1,59
1639,ENSG00000071054-ENSMUSG00000026074-ENSCAFG00000002162,60,0,0,10,0,0,0,200
1640,ENSG00000185728-ENSMUSG00000047213-ENSCAFG00000007215,13,0,0,0,0,2,2,43
1641,ENSG00000120265-ENSMUSG00000019795-ENSCAFG00000000393,17,0,0,0,0,0,0,51
1642,ENSG00000054938-ENSMUSG00000030732-ENSCAFG00000005475,22,0,0,0,3,2,0,71
1643,ENSG00000196151-ENSMUSG00000026988-ENSCAFG00000009375,20,0,0,0,0,3,0,63
1644,ENSG00000140332-ENSMUSG00000032280-ENSCAFG00000017589,36,0,0,10,2,0,0,130
1645,ENSG00000088726-ENSMUSG00000059900-ENSCAFG00000004929,20,0,0,2,0,0,0,64
1646,ENSG00000079335-ENSMUSG00000033502-ENSCAFG00000020007,34,0,1,0,0,0,0,104
1647,ENSG00000103569-ENSMUSG00000032204-ENSCAFG00000016556,12,0,1,0,0,2,0,40
1648,ENSG00000113615-ENSMUSG00000036391-ENSCAFG00000001034,46,0,0,0,2,1,8,149
1649,ENSG00000100884-ENSMUSG00000022212-ENSCAFG00000011767,31,0,0,0,5,0,0,98
1650,ENSG00000165259-ENSMUSG00000034551-ENSCAFG00000017380,20,0,0,0,0,0,1,61
1651,ENSG00000110756-ENSMUSG00000014418-ENSCAFG00000009161,44,0,0,0,1,1,0,134
1652,ENSG00000151923-ENSMUSG00000030846-ENSCAFG00000012171,26,0,0,0,0,0,0,78
1653,ENSG00000131323-ENSMUSG00000021277-ENSCAFG00000018075,20,0,0,0,0,0,0,60
1654,ENSG00000126091-ENSMUSG00000028538-ENSCAFG00000004887,8,0,0,17,5,0,0,63
1655,ENSG00000129993-ENSMUSG00000006362-ENSCAFG00000019852,21,0,0,2,3,3,0,73
1656,ENSG00000061918-ENSMUSG00000028005-ENSCAFG00000008566,22,0,0,8,5,2,0,89
1657,ENSG00000159648-ENSMUSG00000090206-ENSCAFG00000031082,0,0,0,0,17,15,16,48
1658,ENSG00000046653-ENSMUSG00000031342-ENSCAFG00000011799,18,0,0,2,0,0,5,63
1659,ENSG00000141480-ENSMUSG00000060216-ENSCAFG00000015905,28,0,0,5,3,0,0,97
1660,ENSG00000170242-ENSMUSG00000059263-ENSCAFG00000007754,56,0,0,3,0,0,0,174
1661,ENSG00000140481-ENSMUSG00000037716-ENSCAFG00000017833,0,0,0,38,7,9,57,149
1662,ENSG00000131771-ENSMUSG00000061718-ENSCAFG00000016396,14,0,1,0,0,1,0,45
